,Full name,Gender,Position,Nation,Institute,Shanghai_ranking,Depratment,Disciplines,Publications,Citations,Recommendations,Top cited research,Interest score,Reads,h index,URL
7017,Shira Cohen,male,Bachelor of Arts,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Shira_Cohen13
7018,Jony Golan,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,Applied Sport Psychology Consultancy,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Jony-Golan
7019,Tuval Castro,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Computer Science,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Tuval-Castro
7020,Gali Zemah,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Motivational Psychology|Parapsychology|Psychological Assessment,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Gali-Zemah
7021,Marva Farber,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Economics and Management,General Economics,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Marva-Farber
7022,Mati Yudaikin,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Behavioral Psychology|Treatment|Psychological Testing,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Mati-Yudaikin
7023,Or Markovitz,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Economics and Management,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Or-Markovitz-2
7024,Moran Peress,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Government and Society,Cultural Sociology,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Moran-Peress
7025,Shai Ayalon,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Behavioral Psychology,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Shai_Ayalon
7026,Adi Grinberg,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,Nan,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Adi-Grinberg
7027,Shir Doktori,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,Nan,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Shir_Doktori
7028,Lee Kalderon,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Economics and Management,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Lee_Kalderon
7029,Orelia Ibgui,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,informatiom system,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Orelia-Ibgui-2
7030,Sean Hed,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Sean-Hed
7031,Shelly Zubovsky,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Shelly_Zubovsky
7032,Yuval Bernstein,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Economics and Management,Nan,0.0,0.0,0.0,Nan,0.0,10.0,0.0,https://www.researchgate.net/profile/Yuval-Bernstein
7033,Rotem Dapas,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,israel,Sociology,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Rotem-Dapas
7034,Yarden Belenky,male,Bachelor of Arts,Israel,Academic College of Tel Aviv-Yafo,801,School of Government and Society,Feminist Theory|Gender And Development|Political Sociology,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Yarden-Belenky-2
7035,Sapir Ben Baz,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Computer Science,Innovation|International Business|Innovation Studies,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Sapir_Ben_Baz
7036,Adi Brahms,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,psycology,Psychological Assessment,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Adi-Brahms-2
7037,Yuval Katzman,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Economics and Management,Information Technology|IT Project Management|Information Management,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Yuval-Katzman
7038,Lia Zamir,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,MEDICAL PSYCHOLOGY,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Lia_Zamir
7039,Ruti Koshcher,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Behavioral Psychology,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Ruti-Koshcher
7040,Lior Feldman,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,Information Systems,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Lior_Feldman
7041,Ilana Mulokandov,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,Developmental Psychology,Child Development|Developmental Psychopathology|Autism Spectrum Disorders,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Ilana_Mulokandov
7042,Asil Haj,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Psychological Assessment,0.0,0.0,0.0,Nan,0.0,4.0,0.0,https://www.researchgate.net/profile/Asil-Haj
7043,Stav Harel,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,psychology,Cognitive Neuropsychology|Clinical Health Psychology|Treatment,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Stav-Harel-2
7044,Nadav Uzan,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,information systems,Information System Management,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Nadav-Uzan
7045,Daniel Bachar,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,Machine Learning,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Daniel-Bachar
7046,Gal Eldar,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Gal_Eldar
7047,Lital Delaney,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Nursing Sciences,Nursing|Nursing Education|Nursing Leadership,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Lital-Delaney
7048,Tal Kapitolnik,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Economics and Management,Information Technology,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Tal-Kapitolnik-2
7049,Noa Orbach,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Noa-Orbach
7050,Gil Cohen,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Gil-Cohen-3
7051,Orel Menachem,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,ps,Numerical Cognition,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Orel-Menachem
7052,Nitzan Dori,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Behavioral Experiment|Applied Behavior Analysis,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Nitzan-Dori-2
7053,Neta Doryon,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Neta_Doryon
7054,Irad Raz,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,information system,Information Technology,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Irad_Raz
7055,Shir Vidro,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Economics and Management,Human Resource Management|Organizational Culture|Organizational Theory,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Shir-Vidro
7056,Ronen Barlev,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Economics and Management,Counseling,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Ronen-Barlev-2
7057,Shirili Vichansky,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,Behavioral Sciences,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Shirili_Vichansky
7058,Hila Mat,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Behavioral Psychology,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Hila_Mat
7059,Hagar Levy Kedmy,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Government and Society,Sociology|Social and Cultural Anthropology|Political Sociology,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Hagar-Levy-Kedmy
7060,Tal Ben-Dror,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Tal-Ben-Dror
7061,Asaf Ra,male,Bachelor of Science,Israel,Academic College of Tel Aviv-Yafo,801,School of Computer Science,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Asaf_Ra2
7062,Micahl Rivlin,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,Nan,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Micahl-Rivlin-2
7063,Ela Erbeznik,male,MA Candidate at Academic College of Tel Aviv-Yafo,Israel,Academic College of Tel Aviv-Yafo,801,Medical Psychology,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Ela_Erbeznik
7064,Axel Reznik,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Axel-Reznik
7065,Nitsan Toussia-Cohen,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,psychology,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Nitsan-Toussia-Cohen
7066,Keidar Yaakov,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,Information and Communication Technology,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Keidar_Yaakov
7067,Amit Cohen Or,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Amit_Cohen_Or
7068,Kobi Boaron,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,finance,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Kobi_Boaron
7069,Eran Frishberg,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Behavioral Psychology|Mental Illness|Treatment,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Eran-Frishberg
7070,Tamir Nahor,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Tamir-Nahor
7071,Fozi Amsiss,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,System Information,Information Technology,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Fozi_Amsiss
7072,Daniel Prensky,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Government and Society,Communication|Strategic Communication,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Daniel-Prensky
7073,Yoram Friedman,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,Nan,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Yoram_Friedman2
7074,Nadav Shai Kanon,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,Information Systems,Information Technology|SQL|Java,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Nadav-Kanon
7075,Yelena Olchov,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Yelena_Olchov
7076,Amit Zimerman,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,Information Systems,Computer Science Education,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Amit_Zimerman
7077,Tommy Kroitoro,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Economics and Management,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Tommy-Kroitoro
7078,Sh Ya,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Nursing Sciences,Human Anatomy,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Sh-Ya
7079,Efrat Rabin,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,information systems,Machine Learning,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Efrat-Rabin
7080,Itai Benozio,male,student,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Itai-Benozio
7081,Eliya Malka,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Culture,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Eliya-Malka
7082,Shai Cohen,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Shai_Cohen
7083,Shulamit Bialy,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,ARTS,Visual Communication,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Shulamit_Bialy
7084,Rachel Hegedush,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Nursing Sciences,Nursing Education|Clinical Nursing|Critical Care Nursing,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Rachel-Hegedush
7085,Gal Hason,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,information systems,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Gal-Hason
7086,Erez Avram,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,Information systems,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Erez_Avram
7087,Zinash Wondimeneh,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Behavioral Psychology,0.0,0.0,0.0,Nan,0.0,1.0,0.0,https://www.researchgate.net/profile/Zinash_Wondimeneh
7088,Shani Aniz,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,Behavioral Sciences,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Shani-Aniz
7089,David Mdinaradze,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Computer Science,Pure Mathematics,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/David-Mdinaradze
7090,Miran Irhayil,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,Software Development,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Miran_Irhayil
7091,Amit Cohen,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Child Development,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Amit_Cohen
7092,Liliana Krishevsky,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Behavioral Psychology,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Liliana_Krishevsky
7093,Lior Shvartz,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Economics and Management,Business|Management|Strategic Management,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Lior-Shvartz
7094,Hadar Ben Lulu,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,israel,Psychopathology|Treatment|Psychotherapeutic Processes,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Hadar_Ben_Lulu
7095,Issa Hishmeh,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Economics and Management,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Issa_Hishmeh
7096,Liat Barzilai,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,Treatment,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Liat_Barzilai
7097,Amir Eliav,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,psycology,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Amir-Eliav
7098,Noam Cahana,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Nursing Sciences,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Noam-Cahana
7099,Nir Levi,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Government and Society,Governance|International Politics|Political Participation,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Nir-Levi-3
7100,Amir Sagron,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Economics and Management,Behavioral Psychology,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Amir-Sagron
7101,Tamer Mujahed,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,business administration,Management|Strategic Planning|Strategic Thinking,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Tamer_Mujahed
7102,Zehavit Mohager,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,Psychology,Cognitive Neuropsychology|Executive Function|Cognitive Development,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Zehavit-Mohager
7103,Maayan Artzi,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,psychology,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Maayan_Artzi
7104,Avi Levin,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Computer Science,Nan,0.0,0.0,0.0,Nan,0.0,11.0,0.0,https://www.researchgate.net/profile/Avi-Levin-2
7105,Sharon Edrei,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,organizational development and consulting M.A,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Sharon_Edrei
7106,Adi Yudelavich,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Economics and Management,occupational,0.0,0.0,0.0,Nan,0.0,4.0,0.0,https://www.researchgate.net/profile/Adi-Yudelavich
7107,Daniel Tourgman,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Computer Science,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Daniel-Tourgman
7108,Diana Shpakovsky,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Economics and Management,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Diana-Shpakovsky
7109,Rotem Yosefi,male,Student at Academic College of Tel Aviv-Yafo,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Rotem_Yosefi
7110,Naomi Kriger,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,Nan,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Naomi_Kriger
7111,Mickey Alton,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,Information Systems,C++,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Mickey_Alton
7112,Roy Lewin,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,Information Science,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Roy_Lewin
7113,Gila Nikomarov Nahum,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Nursing Sciences,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Gila-Nikomarov-Nahum
7114,Gal Rogel,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Gal_Rogel
7115,Gal Alkolombra,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Nursing Sciences,Mental Health Nursing|Nursing Theory|Nursing,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Gal-Alkolombra
7116,Natalya Avital Hazanovich,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Nursing Sciences,Prenatal Diagnosis|Screening,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Natalya-Hazanovich
7117,Rotem Yungerman,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Behavioral Psychology,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Rotem-Yungerman
7118,Tuvak Fjfjf,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Behavioral Psychology,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Tuvak-Fjfjf
7119,Noa noa Shafri,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Behavioral Sciences,Behavioral Psychology,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Noa-Shafri
7120,Maureen Dolev-Makovetsky,male,Doctor of Education,Israel,Academic College of Tel Aviv-Yafo,801,Cultural Studies,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Maureen-Dolev-Makovetsky
7121,Neta Dahan,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,psychology,Psychological Assessment|Psychological Testing|Treatment,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Neta-Dahan-2
7122,Gal op,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,psychology,Psychopathology,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Gal_Op
7123,Yaniv Schnider,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Economics and Management,Nan,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Yaniv_Schnider
7124,Aharon Ben-Chaim,male,Nan,Israel,Academic College of Tel Aviv-Yafo,801,School of Nursing Sciences,Nursing,0.0,0.0,0.0,Nan,0.0,0.0,0.0,https://www.researchgate.net/profile/Aharon-Ben-Chaim
